text,label
"@annasemangka Ah iya, itu agaknya waktu jwb pertanyaan lagi gak fokus kak, jadinya salah --"" yg bener yg barusan admin kasih ya.. Makasi :)",Tidak Ada
"Selamat sore, Tweeps.. Gak terasa sudah tengah pekan aja. Tetap fokus ya.. :-)",Tidak Ada
"Bisnis yg bener dan menenangkan emang begitu, ikhtiarnya dibenerin lebih tekun, lebih fokus, niatnya jg dilurusin, YAKIN rejeki gak tertukar",Tidak Ada
"Sdh ribuan kali dibahas. Buka sajalah usahanya. Nyambi :) "" @Teddy_Ogawa Mas saya anak kuliah, ingin membuka usaha, tp saya takut gak fokus?",Ringan
"gak perlu galau, tetep fokus untuk Persebaya Surabaya #CintaPersebaya1927",Ringan
Ngerti gak sih gue terombang-ambing selama kelas jadi kayak. Kayak gak fokus lagi abis itu.,Ringan
Investasi gak ada hubungannya dg usia. Tergantung pd kantong saja. Kl anak muda saran kami baiknya fokus pd bisnis. @KalemAjah,Tidak Ada
"Ini yang bener &gt; RT @PradanaYanuar: Gak sempet karna fokus ke gameplay RT @PES_ID: Ga adanya cuaca salju ini bukan tanpa alasan, tau kenapa?",Tidak Ada
"Fokus ngurus rumahtangga. Anak itu mahaaal. Gak setara dgn karier &amp; bisnis apapun "" @LarengNitami: istri mas ippho kerja ngga? kegiatannya?",Tidak Ada
mblo ga mlm mingguan? | gak deh. lg fokus ama tugas #alibi #sadnite,Tidak Ada
Gak fokus ngetik kalo mati lampu gini.,Ringan
Kata mamah aku harus fokus sama pelajaran yg dikasih Ibu guru dulu di sekolah. #trims | RT @Alfin_only: fit... mau gak married ama aku?”,Tidak Ada
"Udah fokus #awaydays aja, gak usah ngurusi lainnya.. kayak pak polisi aja ikut-ikutan sibuk~",Tidak Ada
"Akhirnya nonton juga. Sarap. Banyak yang gak suka, tapi Miley Cyrus berhasil nyolong fokus. #mtvvideomusicawards",Tidak Ada
"Ayo The Jak semuanya, fokus buat pertandingan besok, yakinkan dlm hati, 2x45 menit Persija gak akan pernah sendiri! #NotInvasionJustPassion",Tidak Ada
"Saya gak tahu, saya fokus urusan #RUUDesa #RUUPemda ""@JumansyahHamid: Menurut bang Bud siapa yg bakal menang konvensi?",Tidak Ada
"salah fokus ....blaah RT @__eza g ""katanya"" 10 Bus itu ya Bang ?? ;;) RT JakmaniaOnTweet: selamat siang.. ciyyeee yg gak bisa tur sleman",Tidak Ada
"If there is any problem, fokus ke solusi :) Allah gak kasi masalah kecuali dengan solusinya :)",Tidak Ada
Coba dulu gue dulu gak terlalu fokus sama kerjaan gue sampai ngelupain mereka yg sayang gue... | #COOLNLOVELYTIME with @desperadroo,Tidak Ada
tunggu dong gue pusing. jadi gak fokus mau pingsan.,Tidak Ada
Masih remaja mah gak usah fokus ke dunia percintaan fokus dulu sama masa depan :'),Tidak Ada
"Nikah ajah. Trs nyambi bisnis. Yang berbasis rumah. Gak keluar2 :) "" @WN_wanaNirwana Mas mw fokus ngejar karir, tp wanita gak selamanya muda",Tidak Ada
"Bagi orangtua, itu 'unforgiven' - nyambi ajah dulu "" @talithakhalida Bang saya pengen berhenti kuliah buat fokus usaha, tp ortu gak ngijinin",Tidak Ada
"Gak bisa say, harus dalam posisi tenang n fokus.. semua tanpa konsep ""@ote_katanyo: Bang dr pada bales2in tweet org mending lanjut bang...""",Tidak Ada
"Cc Dia... RT @m_fu4d: Not a good game..fokus yg pecah itu gak baik dalam pertandingan sepakbola.. -__-""",Tidak Ada
iya bener besok lawan cardiff. gak fokus gue tadi sorry. RT @WahbiAlk: Main besok kok sama cardif,Ringan
Gimana mau Sukses paket kebijakan ekonominya kalo PiC nya gak fokus sama kerjaannya contohnya neh : Mau majukan bisnis Argo : Mentan-nya?,Tidak Ada
"Gak peduli amburadul nya liga ini, kami tetap fokus membangun sebuah industri untuk PSS..",Tidak Ada
"yang nonton jkt48 bareng keluarga pasti gak terima channel nya diganti, tapi sok laki, akhirnya nyari tv lain, nonton sendiri biar fokus..",Tidak Ada
YA ALLAH YA ALLAH KAI DEMI APAPUN GUE GAK BISA FOKUS KE YANG LAIN BUT KAI,Tidak Ada
"*fokus mantengin* RT @IndosatcarePLG: tuips, mau pulsa 25K gak? caranya cukup mudah nih.. pantengin yaa :)",Tidak Ada
"#SKULDESAK 1.hilangin perasaan takut jelek di foto.cuek aja,gak semua orang nilai foto lo kok,pasti pada fokus ke dirinya sendiri palingan",Tidak Ada
@Aditya_RezaS Gue fokus di Jawa dulu.. Krn P. Jawa selama ini dijajah sama orang2 Gak Beres.. Jawa Baik maka Indonesia akan Baik-Insya Allah,Tidak Ada
kunci nya itu tetap harus FOKUS KE TUHAN dan BE AT PEACE WITH HIM :) maka proses nya gak akan terasa sulit.,Tidak Ada
"@thriean_self bagus deh kalo masih fokus jadi paskibra tanpa ada dance, yang pake dance baik untuk lomba atau apapun gak bagus.. Deal ya?",Tidak Ada
"smoga besok kalo punya anak cowok nggantheng ga kayak bapaknya .biar pas SMP sama SMA gak sering patah hati,biar bisa fokus sekolah :P",Ringan
"Rahasia dapur. Mau ambil kursus, gak? *eh :D RT @grrrhana: @infoPontianak mimin pake aplikasi nih min? *salah fokus*",Tidak Ada
"Biasanya kalo lagi banyak uang, bukannya fokus sama prioritas, tapi malah belanja yang engga2. Kamu gitu gak sih? #SILIWANGI #BoysVSGirls",Tidak Ada
@Frizah14 Iya gitu ? Oh berarti waktu itu adminnya lagi susah fokus :3,Tidak Ada
"Van Dijk gak ikut di timnas, fokus di Persib ...",Tidak Ada
"@yusi_2FRN hahaha Cak Pur gak kolem, fokus buat Arema",Tidak Ada
"Urusan kota Pak De Jokowi lbh mampu,saya fokus ke desa saja, spy gak ada urbanisasi) ""@salon_hewan: Mas, tolong dibantu pakde mu itu loh.",Tidak Ada
"Sumpah ya aku dari dulu pengen banget ngelakuin sesuatu yang khusus buat Chen dan gak fokus member lain, akhirnya kesampean :'((((",Ringan
"@ummi53 owww yg rombongan hijabers seragam ya, maaf gak lihat.Sy sok serius tadi, kekenyangan dan ngantuk jd maksain fokus LoL",Tidak Ada
"Montolivo, Balotelli, El Shaarawy dipanggil timnas Italia pada saat melawan Argentina minggu depan. Mudah""an gak cedera &amp; fokus #UCL :)",Tidak Ada
"Sekali ini kita gak malam mingguan dulu gak jadi masalah kan bebhh? Aku mau fokus nonton tipi, pliss ngertiin aku..",Tidak Ada
Hah makin makin bingung aja (⌣́_⌣̀) off trus fokus gitu? Rasanya gak bisa :(,Tidak Ada
"Ini lucu, tpi emang kenyataan :) RT @farizyordan_D: trik andalan ngelewatin musuh tuh blg "" ada ufo tuh!"" Biar gak fokus semua #gangsempit",Tidak Ada
"Sdh ada bbrp eksperimen bikin stasiun radio di jaringan NU. Tp tak sukses, kalo gak bs dibilang gagal. Jd fokus bikin konten lbh baik.",Tidak Ada
"duh. gak fokus bacanya. RT @mumuuprincespuu: Gemini belom ditidurin RT @dsuperboy: scorpio belom tidur, kalo kamu?",Tidak Ada
stres saat liburan dpt mbuatmu cemas shg brdampak susah tidur/sulit konsentrasi. klo parah bisa mbuatmu depresi. #HappyHoliday,Ringan
"semoga omelan ttg bengkel gak bikin batal. gara2 kelamaan nunggu jd lihat2 mobil lain, tergoda ford focus sport. salah fokus banget deh!",Tidak Ada
"Alih-alih mempersoalkan dasar negara yg bs memicu gontok2an, kita mestinya fokus pd bagaimana agar kekuasaan bener: adil dan gak korup.",Tidak Ada
"Aaaaah~ lu pasti nonton ber2 yg midnight. Jadi ga fokus :'( ""@ichaamc: iya bener :| RT @dewangeee: conjuring gak serem sama sekali :|""",Tidak Ada
"Tapi saya bersyukur pernah menggunakan #MesinKetikManual , karena ini secara gak langsung memperkuat fokus ketika ngetik sesuatu.",Tidak Ada
@mathalil_2 enggeh bah.. sekarang fokus ke tim dulu... sukses selalu untu abah... sampean gak mlaku dewean bah !!! #WANI,Tidak Ada
"Dgn bersyukur, kamu bisa fokus pada hal-hal positif &amp; gak heran kalau akhirnya semua yg kamu impikan tercapai #YOTNewEdition #YOT",Tidak Ada
"@yeyenwannee Hush... fokus ke idenya, jgn hapenya :) tapi emang sih ide itu gabisa jalan klo hpnya gak kompatibel :D",Tidak Ada
"Gue inget kata2 doi ""lo ga bisa main verbal? Biar, gak usah peduliin kelemahan, fokus aja ama kekuatan lo and the audience will LOVE you""",Tidak Ada
"tetap fokus pada tujuan agar pada saat Allah menurunkan berkahnya,kita gak memulai dari awal lagi",Tidak Ada
"FPI nyuruh Ahok fokus masalah PSK aja dibanding urus PKL, gak salah neh PSK di Jakarta itu mayoritas KTPnya Islam loh bib hehe.",Tidak Ada
"@TioAditya_ID indonesia kalah , karena pemainnya fokus ke uang :3 gak ada rasa nasionalisme nya #Mungkin :v",Tidak Ada
"@dan_king_wijaya woops iyo. wah gak fokus, sing ndik atas 0.1 , ndik bawah jadi 1 hahahahaha",Tidak Ada
&lt;- susah fokus,Ringan
"Aku gak mau pacaran dulu. Aku mau fokus belajar. || Oke :'| || Maaf ya, aku mau fokus mempelajari hatinya dia. || *gantung diri* x_x #BK",Tidak Ada
"Aku gak mau pacaran dulu. Aku mau fokus belajar. || Oke :'| || Maaf ya, aku mau fokus mempelajari hatinya dia. || *gantung diri* x_x #ketik2",Tidak Ada
"Duh, gara-gara blognya Wildan, tawa gak dapat, malah omongin surga neraka. Jadi gimana dek, udah bisa terima aku? *gagal fokus*",Tidak Ada
"ekspektasi ngabuburit nonton serial, realita perut laper gak bisa diajak fokus nonton",Tidak Ada
@azminugraha baru nyadar gue harus bikin estimasi lama post-production.. eheheheh.. Gue lagi orangnya susah fokus gini..,Ringan
"Puasaaaaaaa RT @Ojom21LVA: Selalu kalau liat @juliaperrez gak pernah fokus sama mukanya,tapi pada itunya...... #astaga... Hahaha",Tidak Ada
"@dhaniel_go kalo grad mungkin saja karena mungkin lagi fokus sama kuliahnya. tapi jgn sampe grad lah, nanti gak ada lag badai Veranda :((",Tidak Ada
"@CCorbuzier waktu abah 'mundur'n hinaan,cacian bahkan ancaman dtg. Abah lelah, akhirnya abah gak baca koran,sms dll fokus pd hal lain",Tidak Ada
"@habaronline iya sama-sama, pasti gara-gara laper jadi gak fokus nih :p",Tidak Ada
@vonteese__ LONCAT DARI MOBIL SMOOTH GITU aku gak fokus Tao soalnya ketutupan Kris tapi kayaknya pake kaos oblong putih. Kai pake kaos item,Ringan
"*lagi serius mikirin kamu, gak fokus ngetweet*",Ringan
"Fokus buat yg ada didepan mata dulu ya, tgl 30 Juni, Arema vs Persija, yg lawan Persib nanti aja dulu, smoga gak pake muter balik lagi *eh",Tidak Ada
@ilmikaitou berindongan itu bikin sering gak fokus dan komposisi kacau,Tidak Ada
"Kalau mau berhasil itu slh satu syaratnya HARUS FOKUS, kalau sy urus Rokok, Narkoba, HIV jg, pasti GAK AKAN BISA FOKUS :) @Suara_Demokrasi",Tidak Ada
eh iya itu tennis ternyata bung ;v sorry gak fokus -__- -L,Ringan
lol pantes itu semua pada ngajak2... MLM toh... gak ah fokus kuliah aje lol,Tidak Ada
"@Rico_aprasetya kerja dulu gak dilarang.. Langsung buka bisnis boleh, cari satuuu aja, FOKUS DULU.. tekuni sampai bener2 menghasilkan",Tidak Ada
eh iya gua baru sadar itu derp kok bisa jadi herp -_- sorry vrroh gak fokus :| -L,Ringan
"Oh iya :| RT ""@bassxcix: kayaknya gak kata-kata kayak gini, emang perut bisa mikir terus PUSING ??haha @RiaRicis Harus bs fokus!!!! Utk b",Tidak Ada
"2) Ketika kita fokus pada 1atau 2 transaksi, susah melakukan pembatasan resiko. Lain halnya jika fokus jangka panjang. #TradingProfits",Tidak Ada
"@Nadya_Okt nanti beb, #BelieveThisMovie ada saatnya gue kasi info. Ini gue fokus 2 project paling deket dulu biar gak berantakan",Tidak Ada
"@ItutWahidin gak nyaman. panas banget. saya kalo udah keringetan susah mikir, gak tenang dan hilang fokus. itu sih pembelaannya. hehe.",Tidak Ada
"Mahasiswa gak usah ribet dulu deh soal bbm naik, coba fokus aja dulu buat naikin IPK",Tidak Ada
"Lebih enak nonton sendiri, jadi bisa fokus ke isi filmnya, gak enaknya kalau di depan kursi kita lagi cipokan.",Tidak Ada
"Cieee RT @awwe_: Pikiran udah ke #StandupFest terus, susah konsentrasi sama kerjaan lain -_____-",Tidak Ada
"#SedekahRombongan itu dari awal gak kagetan.. yang mau nolak BBM naik monggoo, biar kami tetap fokus ngurus duafa sakit. fokus.. fokus!",Tidak Ada
"@maman1965 @anang_batas iyah, padahal kan harusnya fokus ke masalah jempolnya udah ngapain aja selama ini,.. iya gak bapak2 sekalian..?? :D",Tidak Ada
"Gak fokus sama info bolanya, yang penting @angieamandaa nya :*",Tidak Ada
"11.54 Maaf, adminnya ngetwit sambil ngojek jadinya gak fokus-__-",Ringan
"Hallahhh hallahhh!!! Sok normal ko weii!!! ""@siLoLox: Gak fokus nontonnya, karena ada si ""jilbab ungu""""",Tidak Ada
"Nnton dong ;) RT @GigiChiBi_GRS: Ya donkk,, miminya gak nonton? RT @OFChristyersPDG: Sepi nihh.. Pada fokus nnton bola yak? Hha ◦^⌣^◦",Tidak Ada
Saya ini memang susah fokus. Lebih susah fokus lagi kalo dimention poto potonya member JKT/AKB.,Ringan
#Gemini paling susah utk fokus pada 1hal dan selalu pengen mencoba segalanya. | #TodaysZodiac | #HitsOnTheWeekend,Tidak Ada
"OpenFollback Close, Min Exit dulu ya, untuk 1 minggu ke depan gak Online, mau fokus UKK dulu, Doain lancar ya :)",Tidak Ada
"+100 RT @takdos: Banyakin traveling, jadi lo akan lbh nikmatin idup dan fokus berkarya. Gak mikir negatif dan gak ribet. Hih!",Tidak Ada
HihihiRT @AnisaChiBi_SOLO: Td sritex ramai bgt. Tp gak liat adm2 @Twibi_SOLO_ karna fokus liat @AnisaChiBi dan @CherlyChiBi td. hehe,Tidak Ada
Makanya gw terkagum2 sm teman2 yg bisa raw food lah food combining lah. Gw mah gampang pisan gak fokus urusan makanan heu3,Ringan
"MEN ITU BENER-BENER HYUNKYUN FOCUS GAK ADA FOKUS LAIN DAN DIA PUNYA FANS... SEBANYAK ITU........ ""MANAGER OPPAAA SARANGHAE"".",Tidak Ada
FOKUS GUE CUMAN KE KRIS KAI DOANG GAK NGERTI CAKEP BANGET LO BERDUA ANAK DEWA.,Tidak Ada
"Hallo RT @nur_ima1: Gak fokus bljr gr-gr @eldwin_STANZA open mention , tapi ngenesnya udh cpek"" ngemention tp di kacangin *yaAllah",Tidak Ada
Ada bagusnya juga gak boleh foto-foto di dalam Ullen Sentalu. Jadinya fokus mendengarkan cerita guide nya yang seru banget. :D,Tidak Ada
“@fajrinMaul: Pak kyai @gusmusgusmu gimana caranya biar pikiran gak fokus ke dunia aja?” &lt;~ Kurangi nonton tv dan sering2lah ziarah kubur.,Tidak Ada
"Kalo ga pake GS (Game Shark) pasti fokus sama 1 cewek, susah dapetin hati merah apalagi pink :|",Tidak Ada
@ShahiraMuzahar tak susah laa dik :3 huhu akak akaun tp ambik seni. okay laa. Dpt b+ spm even tkstudy sgt. Adik fokus je dh kelas seni.,Tidak Ada
"Tak sabar #SS5INA, tugas jadi mimin @detikcom gak fokus. Salah posting dah",Tidak Ada
kalo si cewe udah bener bener cinta ya gak bakal kemana lagi dah tetep fokus sama yang dia inginkan,Tidak Ada
"Gak ada yang perlu tau kan masalah apa yang lagi dipikirin sama gw? Senyum, fokus selalu kelihatan bahagia #Panggung",Tidak Ada
@FarrZah gw dari tadi fokus ke isinya. Tp kl gelap &amp; fanatik lgsg heboh gak baca lg deh he3,Tidak Ada
"P.Herry (Pekanbaru): kerja keras, byr pajak, dikorupsi, gmn? / fokus ke berantas korupsi dong. Masa gak kerja gak byr pajak #YourMoneyMetro",Tidak Ada
"Perempuan ini punya suami, punya anak, dan sdh mengaku bukan dia... Knp gak fokus ke Fathonah sih, drmn semua uang itu!",Ringan
5b. Tidak ada ide ke pikiran? Atau tata bahasa dan kalimat sepertinya berantakan? #7AturanMenulis,Tidak Ada
Besok ada Blur sih.. Jadi gak fokus deh,Ringan
"Klu PBB, PKPI bacaleg nya gak lolos maklum lah, gak cukup wkt, ini PKS loh, terlalu fokus ke soal sapi sih",Tidak Ada
Besok senbud gimana? Satu kelompok juga ada tante girang! Jadi gak fokus!,Ringan
"Ladies &amp; Gentlemen, kalo lo termasuk orang yang masih bisa fokus kerja saat masuk kantor di #HarPitNas gini gak sih?",Tidak Ada
"Mas, permisi, saya fokus di Kumham dulu ya. Cakim diawasi MA :) RT @HM_Habibie: Test Cakim, panitera dipantau gak pak?",Tidak Ada
Nah RT @dprasanto: Gak terpantau KPK pula RT @panca66: Dan Fergie menolak gratifikasi RT @anasurbaningrum: Satu lagi. Fergie fokus dan tdk,Tidak Ada
:)“@ni_chantya: @teukuwisnu2 malam ini harus ganti2 channel nih gak fokus liat RKS kebagi fokusnya sm @shireensungkar di OVJ hehehee☺ #pisss,Tidak Ada
"Tolong bilangin kader PKS utk fokus membersihkan PKS dan gak perlu menuduh KPK ditunggangi asing, AF agen utk hancurkan PKS",Tidak Ada
"@avrianma maaf gak bisa lik,kami fokus utk PSS dan BCS dl ya.. :))",Tidak Ada
Tahun ini masih fokus di Malang “@_kamal2013: @AremaFC ini dimana min? Dijakarta ada gak?”,Tidak Ada
@jamalramadhan22 motion atau gak fokus?,Tidak Ada
:D RT @lucywiryono: Santai bukan berarti gak ada tujuan. Fokus bukan berarti terlalu serius. Selamat pagi ☀,Tidak Ada
"@setiawanyogy @GePamungkas @donooo182 Heh, Poni Horizontal di Dahi.., bisa fokus bahas Dono aja gak? Jangan melenceng dr tema dong...",Tidak Ada
fokus sama kuliah/skul/kerja RT @intanaishity: kenapa ya aku susah move on?ajarin aku move on dong,Tidak Ada
"@LebusBulus sama2 gak tajam....goyang----&gt;semua blur sedangkan fokus meleset, pasti ada bagian yg tajam",Tidak Ada
@Zomplank edit gak bisa bikin tajam foto yg blur.....foto tajam secara unum cuma masalah fokus,Tidak Ada
"Gak Fokus? Bete? Nih, Friday Jokes Buat Refresh Mood Kamu!",Ringan
Maaf sodara-sodara... Noh satpam Mesjid Al-Furqon UPI gak ramah... Sikapnya minus. *fokus dengerin khotbah lg*,Tidak Ada
Maapinnnn :(( RT @jengsarah_: Wertekewer tekewer kewernya @TraxFMJKT bikin susah konsentrasi belajar nih. Ngaco banget deh,Tidak Ada
@Tweesca @chroniclea3 kayak ibu2 biasa. tapi matanya kayak gak fokus sih. *suudzon* :)),Tidak Ada
"Pahit (¬˛¬”) RT @bataefendi: Fokus final ri. Cepet sembuh :)) RT Arie_Kriting: Mohon maaf yang gak dapat ticket. #respect""",Tidak Ada
"Udah, Putusin aja! Fokus kerja dulu :) RT @icangcuts: Kalau ada calon tp gak ada dana dan gak kerja gmn?",Tidak Ada
"Ciee yang lagi mau fokus sama pacar, tapi gak bisa karna teringat MANTAN ciee #ciebangke",Tidak Ada
"@sulthanazzam_18 Ba, sorry lagi gak fokus hehe :D",Tidak Ada
"@FebtyDamayanti iya sorry, lagi gak fokus nih :D",Tidak Ada
Pgn fokus modeling :( RT @andrianifitriaa: teh mau gak jadi anggota @cherrybelleindo yg ke-10? :( kan muka teteh imudh gimana gituuuuuh :(,Tidak Ada
"Uda gak jaman deh senioritas, mending fokus pada profesionalitas :)",Tidak Ada
"DPP mau? RT @d_matta: Mungkin gak dibuat sistem penerimaan caleg melalui proses panjang yg fokus akan kemampuan, macam apply beasiswa.",Tidak Ada
"""Gak sakit hati Pak?"" Tanya pati itu. ""Energi kami terlalu berharga tuk dihabiskan untuk itu. Kami fokus bekerja Pak!"" Jawab saya. #nahlo",Ringan
"Gak! Mau fokus bisnis, keluarga dan berkarya! ""@SyNK4ever: @helmyyahya @IlmarYahya Om kok ga nyalonin jadi Gubernur Sumsel lagi...""",Tidak Ada
"@komtungTV Skrang perasaan saya lagi lapar, disini hujan, dan tadi lupa beli camilan, nonton film korea nya jd gak fokus #Udah #TanyaKriting",Ringan
@Harismuzzaqi iso yg dipakai bro? Motretnya fokus gak? Kanvasnya segede apa?,Tidak Ada
@joanitodesaojo Kebanyakan atau kekurangan bercinta bikin Suarez gak fokus. Itu pelajaran buatmu :p,Tidak Ada
"Suarez ganti aja sejak babak kedua. Sering kehilangan bola, salah oper. Gak fokus doi. #LivChe",Ringan
Ya #produsenmobil RT @oemarch: @FerdieJulian @ardigung kenapa gak niru Jepang? Fokus ke transportasi massal. Pajak kendaraan dibuat tinggi.,Tidak Ada
"1. banyak bahaya di sekitar kita, gak mungkin semua di urus, baiknya fokus mbenahi apa yg jd perhatian &amp; yg kita mampu lakukan @runny_hannan",Tidak Ada
'Barca Bikin Bayern Susah Konsentrasi',Ringan
'Barca Bikin Bayern Susah Konsentrasi' via @detiksport,Tidak Ada
"Selamat pagi, semangat yaa UN hari ke-tiga. Jangan mikir yg macem-macem, tetep fokus. Pacar gak ngabarin? Biarin.",Tidak Ada
"sebelumnya admin minta maaf yaa, EXOINDONESIA gak bisa full update dari tgl 15-19 April. karena min D dan min P lagi fokus UN -c-",Tidak Ada
Gak semua jg sy urus sih mas.. He he RT @eae18: Banyak betul ya urusannya. Saran sy sih jangan semua mau ditangani. Fokus ke satu bidang,Tidak Ada
Duduk manis RT @dr_evie_: gak boleh diganggu...lagi mau konsentrasi nih sama arsenal..ayoo WW kita fokus heheh,Tidak Ada
"Pas UAN tuh udah gak sempet nyontek kanan-kiri. Bukan karena beda paket/gimana, tapi bakal fokus sendiri sama soal depan mata. #KaloGueSih",Tidak Ada
"Boleh. Fokusnya pada bisnis. Nyambi2nya pada kuliah :) RT @riza_plus: kalau masih kuliah, membangun bisnis itu jadi gak fokus ya :)",Tidak Ada
"Pilih banyak yang dikerjain tapi gak ada yg beres, atau fokus tapi memuaskan. Hidup itu pilihan, dan masing2 pilihan selalu ada resiko.",Tidak Ada
@WendySulistyani @ririek80 baiknya disteril. Biar gak hamil lagi #eh salah fokus,Tidak Ada
Hiks mau foto sayuran tp kamera hp ini gak bisa fokus trus hasilnya blur.arghh!!! #problemgadget,Tidak Ada
"Thx dok, tapi gak ada slonya karena fokus di Delivery Training -D @amirzuhdi: Aku mau nyumbang, neurosains di pelatihan trainingnya kek JA",Tidak Ada
Sy gak tahu soal caleg. Hidup sy biasanya fokus :|: @susyyuliastanty,Tidak Ada
Hahaha mantap (y) RT @_yoongkruw: @PES_ID min sebelah main PES sebelah nntn EPL nih *gak fokus,Tidak Ada
"Udah kebanyakan project dan tanggungjawab, tetapi selalu ada hal baru yg ingin dibuat. Bukan soal gak fokus ato serakah, tp fardhu kifayah",Ringan
"@Ve_LadyFreaks Minta kepastian, klo dia masih gak jelas langsung putus aja. *gagal fokus..*",Tidak Ada
Sip►@sofyanYES: Seperti spion cukup ditengok sebentar lalu fokus kedepan RT @masmono08: Bicara masa laloe gak akan pernah ada ...,Tidak Ada
"Lebih baik fokus ke menulis, harus sabar. “@trzka: gak sabar jg liat tulisan sndiri di publish, XD”",Tidak Ada
"TAPI ASYIK KUAAANNDDHHZZ?? hahaha! RT @mariaputrie: #BEJAD #MorningZone ini gak fokus kerja malah ketawa2 terus, *lambaikan tangan gak kuat*",Tidak Ada
haha fokus un dlu aja :)RT @fatinistic_jogj: @Support_Fatin ia nih min mau bia nih min mau belajar gak fokus kepikiran @FatinSL trusss,Tidak Ada
kira2 Hardrockers masih bisa fokus kerja gak nih kalo ditemenin sama #LOVEGASM ??,Tidak Ada
+100 RT @ungatawwa: supaya gak terlalu fokus sama meetingnya :D RT@RisaHart: Kenapa kalau meeting org sering nyediain snack?,Tidak Ada
"#thongthursday = Picx cewek, dimana lebih fokus ke bokong (gak full naked) tapi masih memakai underwear yg disebut ""thong"".",Tidak Ada
@Lisaachmi Gak banyak. Yang ngambilin hasilnya pada gak fokus. Coba minta upload ke @Okachino.,Tidak Ada
.... salah fokus --&gt; RT @yaelahbro: @GePamungkas gak apa yang penting aku sayang kamu ~~\0/,Tidak Ada
"Fiuhhh,untung blunder Pique tadi gak menyebabkan gol. Fokus Jugadors! #BarcaMatch",Tidak Ada
Aku juga bisa jadi ketua partai.. *ihik! Aaah nanti gak fokus.. ;p,Ringan
"Meski hal itu ngeselin kamu, tp gak berarti segala sesuatu jg akan berjalan dg buruk dong. Fokus, dan tdk beraksi berlebihan kuncinya.",Tidak Ada
"Sedikit pals :""D RT @wulan_ananta: Min curhat min ""@MyKratingdaeng: Gak perlu sebel klo harus lembur dikantor, fokus dan selesaikan",Tidak Ada
"Gak perlu sebel klo harus lembur dikantor, fokus dan selesaikan cara paling tepat pals #realsupport",Tidak Ada
@asriprahesti iya emang kalau kita jodoh gak akan kemana kok dinda *gagal fokus* *emang sengaja*,Tidak Ada
@ayuuwz Mana mana liaaaat? Gak fokus itu fotonya..,Tidak Ada
"@RikiHass gak perlu tahu namanya, saya gak perlu kasih tahu krn gak penting. Fokus di latihan open mic aja, jangan jadi theorist.",Tidak Ada
"Sebelum berangkat, sarapan dulu ya... Biar fokus bawa motornya karena perut gak keroncongan :D",Tidak Ada
"Car, pacar, bisa gak sih pas aku lagi fokus baca buku kamu gak berisik gengges kaya anak kecil minta perhatian gitu?",Tidak Ada
"Nanti kita cariin, tapi sementara ini kita lagi fokus ke edisi ulang tahun dulu ya.. RT @tiazzura: mau pesen edisi juli 2012 masih ada gak?",Tidak Ada
"Sudah pernah dibahas bulan kemarin, Polisinya fokus pengamanan Pilgub :) RT @DimasMultazam: Kang, memang kalau lagi pilgub gak boleh maen?",Tidak Ada
"Baca aja TL saya, sejak awal gak pernah nyinggung soal jenggot. Fokus dong",Tidak Ada
Malam ini sy juga gak urus Bahaya Lem Aibon dan Rokok.. Sy berharap ada teman2 lain yg mau fokus thdp 2 hal itu..,Tidak Ada
Awas aja gundul sy jd gak fokus LoL RT @astrialdr: Kl aq tidur saat shooting jd apa ya?? RT Roy Suryo tidur ...,Tidak Ada
"Aku gak mau pacaran dulu. Aku mau fokus belajar. || Oke :'| || Maaf ya, aku mau fokus mempelajari hatinya dia. || *gantung diri* x_x #ketik2",Tidak Ada
"23 Di sini kelemahan sistem kita. Data minim, tenaga kurang, kerjaan gak fokus, akhirnya WP yg diperiksa tdk banyak. #pajakistana",Ringan
Ngeyel untuk hal gak penting. Fokus..fokus..ada ratusan koruptor bininya cuma satu wooiiiii....,Tidak Ada
"#Warga | @TitiHutapea: sedih banget watga balikpapan ...... huhuhu, kayak nya sering bngt mati lampu .....payah.",Tidak Ada
"Kalau nak berjaya, jangan cepat putus asa ok! #NEVERstopFizo #NeverTimeOut",Tidak Ada
Baca chirp tadi deh RT @Gherolle: klo pas ngobrol ud hampa gada perasaan tertarik lg harus gimana om?,Tidak Ada
"untuk apa putus asa, dan buang waktu saja?",Tidak Ada
"Mourinho, Tanpa Duo Milan Serie A Hampa",Ringan
"Mourinho, Tanpa Duo Milan Serie A Hampa",Ringan
#Cumannanya Hari- harimu bakalan hampa tanpa.......?,Ringan
YOTers! Pernahkah kalian merasa putus asa dalam kehidupan? Pasti semua orang pernah merasakan hal tersebut&gt; #TOPNotes,Tidak Ada
sedih itu waktu.... mau theater jam 7 tpi skrng masih kejebak macet pake acara laper banget lagi,Ringan
"Jika gagal janganlah putus asa, ada Allah tempat meminta.",Tidak Ada
Keadaan yg tidak menyenangkan bisa membuat orang putus asa- ttp tidak bagi mereka yg punya tekad.,Tidak Ada
Hidup itu ga hampa dan akan bermakna kalo lu paham arti hidup yang sebenarnya,Ringan
orang yang berbuat karena manusia | dikejar kesempurnaan yang hampa | kepuasan yang tak berujung,Ringan
""" KeadiLan tanpa kekuatan adaLah HAMPA, tapi kekuatan tanpa keadiLan hanyaLah berupa KEKERASAN "" (Uzumaki Nagato)",Tidak Ada
